Code	Status	Partner_Agency	639_3	639_2	B_Code	bt_equiv	639_1	Reference_Name	Element_Scope	Language_Type	Documentation
mug	A	SIL	mug					Musgu	I	L	SIL
muh	A	SIL	muh					Mündü	I	L	SIL
mui	A	SIL	mui					Musi	I	L	SIL
muj	A	SIL	muj					Mabire	I	L	SIL
muk	A	SIL	muk					Mugom	I	L	SIL
mul	A	JAC	mul	mul				Multiple languages	S	S	
mum	A	SIL	mum					Maiwala	I	L	SIL
mun	A	JAC		mun				Munda languages	C	Genetic	
muo	A	SIL	muo					Nyong	I	L	SIL
mup	A	SIL	mup					Malvi	I	L	SIL
muq	A	SIL	muq					Eastern Xiangxi Miao	I	L	SIL
mur	A	SIL	mur					Murle	I	L	SIL
mus	A	JAC	mus	mus				Creek	I	L	SIL
mut	A	SIL	mut					Western Muria	I	L	SIL
muu	A	SIL	muu					Yaaku	I	L	SIL
muv	A	SIL	muv					Muthuvan	I	L	SIL
muw	R	SIL	muw					Mundari	I	L	
mux	A	SIL	mux					Bo-Ung	I	L	SIL
muy	A	SIL	muy					Muyang	I	L	SIL
muz	A	SIL	muz					Mursi	I	L	SIL
mva	A	SIL	mva					Manam	I	L	SIL
mvb	A	SIL	mvb					Mattole	I	E	SIL
mvc	R	SIL	mvc					Central Mam	I	L	
mvd	A	SIL	mvd					Mamboru	I	L	SIL
mve	A	SIL	mve					Marwari (Pakistan)	I	L	SIL
mvf	A	SIL	mvf					Peripheral Mongolian	I	L	SIL
mvg	A	SIL	mvg					Yucuañe Mixtec	I	L	SIL
mvh	A	SIL	mvh					Mulgi	I	L	SIL
mvi	A	SIL	mvi					Miyako	I	L	SIL
mvj	R	SIL	mvj					Todos Santos Cuchumatán Mam	I	L	
mvk	A	SIL	mvk					Mekmek	I	L	SIL
mvl	A	SIL	mvl					Mbara (Australia)	I	E	SIL
mvm	A	SIL	mvm					Muya	I	L	SIL
mvn	A	SIL	mvn					Minaveha	I	L	SIL
mvo	A	SIL	mvo					Marovo	I	L	SIL
mvp	A	SIL	mvp					Duri	I	L	SIL
mvq	A	SIL	mvq					Moere	I	L	SIL
mvr	A	SIL	mvr					Marau	I	L	SIL
mvs	A	SIL	mvs					Massep	I	L	SIL
mvt	A	SIL	mvt					Mpotovoro	I	L	SIL
mvu	A	SIL	mvu					Marfa	I	L	SIL
mvv	A	SIL	mvv					Tagal Murut	I	L	SIL
mvw	A	SIL	mvw					Machinga	I	L	SIL
mvx	A	SIL	mvx					Meoswar	I	L	SIL
mvy	A	SIL	mvy					Indus Kohistani	I	L	SIL
mvz	A	SIL	mvz					Mesqan	I	L	SIL
mwa	A	SIL	mwa					Mwatebu	I	L	SIL
mwb	A	SIL	mwb					Juwal	I	L	SIL
mwc	A	SIL	mwc					Are	I	L	SIL
mwd	A	SIL	mwd					Mudbura	I	L	SIL
mwe	A	SIL	mwe					Mwera (Chimwera)	I	L	SIL
mwf	A	SIL	mwf					Murrinh-Patha	I	L	SIL
mwg	A	SIL	mwg					Aiklep	I	L	SIL
mwh	A	SIL	mwh					Mouk-Aria	I	L	SIL
mwi	A	SIL	mwi					Labo	I	L	SIL
mwj	A	SIL	mwj					Maligo	I	L	SIL
mwk	A	SIL	mwk					Kita Maninkakan	I	L	SIL
mwl	A	JAC	mwl	mwl				Mirandese	I	L	SIL
mwm	A	SIL	mwm					Sar	I	L	SIL
mwn	A	SIL	mwn					Nyamwanga	I	L	SIL
mwo	A	SIL	mwo					Central Maewo	I	L	SIL
mwp	A	SIL	mwp					Kala Lagaw Ya	I	L	SIL
mwq	A	SIL	mwq					Mün Chin	I	L	SIL
mwr	A	JAC	mwr	mwr				Marwari	M	L	
mws	A	SIL	mws					Mwimbi-Muthambi	I	L	SIL
mwt	A	SIL	mwt					Moken	I	L	SIL
mwu	A	SIL	mwu					Mittu	I	E	SIL
mwv	A	SIL	mwv					Mentawai	I	L	SIL
mww	A	SIL	mww					Hmong Daw	I	L	SIL
mwx	A	SIL	mwx					Mediak	I	L	SIL
mwy	A	SIL	mwy					Mosiro	I	L	SIL
mwz	A	SIL	mwz					Moingi	I	L	SIL
mxa	A	SIL	mxa					Northwest Oaxaca Mixtec	I	L	SIL
mxb	A	SIL	mxb					Tezoatlán Mixtec	I	L	SIL
mxc	A	SIL	mxc					Manyika	I	L	SIL
mxd	A	SIL	mxd					Modang	I	L	SIL
mxe	A	SIL	mxe					Mele-Fila	I	L	SIL
mxf	A	SIL	mxf					Malgbe	I	L	SIL
mxg	A	SIL	mxg					Mbangala	I	L	SIL
mxh	A	SIL	mxh					Mvuba	I	L	SIL
mxi	A	LL	mxi					Mozarabic	I	E	
mxj	A	SIL	mxj					Miju-Mishmi	I	L	SIL
mxk	A	SIL	mxk					Monumbo	I	L	SIL
mxl	A	SIL	mxl					Maxi Gbe	I	L	SIL
mxm	A	SIL	mxm					Meramera	I	L	SIL
mxn	A	SIL	mxn					Moi (Indonesia)	I	L	SIL
mxo	A	SIL	mxo					Mbowe	I	L	SIL
mxp	A	SIL	mxp					Tlahuitoltepec Mixe	I	L	SIL
mxq	A	SIL	mxq					Juquila Mixe	I	L	SIL
mxr	A	SIL	mxr					Murik (Malaysia)	I	L	SIL
mxs	A	SIL	mxs					Huitepec Mixtec	I	L	SIL
mxt	A	SIL	mxt					Jamiltepec Mixtec	I	L	SIL
mxu	A	SIL	mxu					Mada (Cameroon)	I	L	SIL
mxv	A	SIL	mxv					Metlatónoc Mixtec	I	L	SIL
mxw	A	SIL	mxw					Namo	I	L	SIL
mxx	A	SIL	mxx					Mahou	I	L	SIL
mxy	A	SIL	mxy					Southeastern Nochixtlán Mixtec	I	L	SIL
mxz	A	SIL	mxz					Central Masela	I	L	SIL
mya	A	JAC	mya	mya	bur	bur	my	Burmese	I	L	SIL
myb	A	SIL	myb					Mbay	I	L	SIL
myc	A	SIL	myc					Mayeka	I	L	SIL
myd	A	SIL	myd					Maramba	I	L	SIL
mye	A	SIL	mye					Myene	I	L	SIL
myf	A	SIL	myf					Bambassi	I	L	SIL
myg	A	SIL	myg					Manta	I	L	SIL
myh	A	SIL	myh					Makah	I	L	SIL
myi	A	SIL	myi					Mina (India)	I	L	SIL
myj	A	SIL	myj					Mangayat	I	L	SIL
myk	A	SIL	myk					Mamara Senoufo	I	L	SIL
myl	A	SIL	myl					Moma	I	L	SIL
mym	A	SIL	mym					Me'en	I	L	SIL
myn	A	JAC		myn				Mayan languages	C	Genetic	
myo	A	SIL	myo					Anfillo	I	L	SIL
myp	A	SIL	myp					Pirahã	I	L	SIL
myq	A	SIL	myq					Forest Maninka	I	L	SIL
myr	A	SIL	myr					Muniche	I	L	SIL
mys	A	SIL	mys					Mesmes	I	E	SIL
myt	R	SIL	myt					Sangab Mandaya	I	L	
myu	A	SIL	myu					Mundurukú	I	L	SIL
myv	A	JAC	myv	myv				Erzya	I	L	SIL
myw	A	SIL	myw					Muyuw	I	L	SIL
myx	A	SIL	myx					Masaaba	I	L	SIL
myy	A	SIL	myy					Macuna	I	L	SIL
myz	A	SIL	myz					Classical Mandaic	I	H	
mza	A	SIL	mza					Santa María Zacatepec Mixtec	I	L	SIL
mzb	A	SIL	mzb					Tumzabt	I	L	SIL
mzc	A	SIL	mzc					Madagascar Sign Language	I	L	SIL
mzd	A	SIL	mzd					Malimba	I	L	SIL
mze	A	SIL	mze					Morawa	I	L	SIL
mzf	R	SIL	mzf					Aiku	I	L	
mzg	A	SIL	mzg					Monastic Sign Language	I	L	SIL
mzh	A	SIL	mzh					Wichí Lhamtés Güisnay	I	L	SIL
mzi	A	SIL	mzi					Ixcatlán Mazatec	I	L	SIL
mzj	A	SIL	mzj					Manya	I	L	SIL
mzk	A	SIL	mzk					Nigeria Mambila	I	L	SIL
mzl	A	SIL	mzl					Mazatlán Mixe	I	L	SIL
mzm	A	SIL	mzm					Mumuye	I	L	SIL
mzn	A	SIL	mzn					Mazanderani	I	L	SIL
mzo	A	SIL	mzo					Matipuhy	I	E	SIL
mzp	A	SIL	mzp					Movima	I	L	SIL
mzq	A	SIL	mzq					Mori Atas	I	L	SIL
mzr	A	SIL	mzr					Marúbo	I	L	SIL
mzs	A	SIL	mzs					Macanese	I	L	SIL
mzt	A	SIL	mzt					Mintil	I	L	SIL
mzu	A	SIL	mzu					Inapang	I	L	SIL
mzv	A	SIL	mzv					Manza	I	L	SIL
mzw	A	SIL	mzw					Deg	I	L	SIL
mzx	A	SIL	mzx					Mawayana	I	L	SIL
mzy	A	SIL	mzy					Mozambican Sign Language	I	L	SIL
mzz	A	SIL	mzz					Maiadomu	I	L	SIL
naa	A	SIL	naa					Namla	I	L	SIL
nab	A	SIL	nab					Southern Nambikuára	I	L	SIL
nac	A	SIL	nac					Narak	I	L	SIL
nad	A	SIL	nad					Nijadali	I	L	SIL
nae	A	SIL	nae					Naka'ela	I	L	SIL
naf	A	SIL	naf					Nabak	I	L	SIL
nag	A	SIL	nag					Naga Pidgin	I	L	SIL
nah	A	JAC		nah				Nahuatl languages	C	Genetic	
nai	A	JAC		nai				North American Indian	C	Geographic	
naj	A	SIL	naj					Nalu	I	L	SIL
nak	A	SIL	nak					Nakanai	I	L	SIL
nal	A	SIL	nal					Nalik	I	L	SIL
nam	A	SIL	nam					Ngan'gityemerri	I	L	SIL
nan	A	SIL	nan					Min Nan Chinese	I	L	SIL
nao	A	SIL	nao					Naaba	I	L	SIL
nap	A	JAC	nap	nap				Neapolitan	I	L	SIL
naq	A	SIL	naq					Nama (Namibia)	I	L	SIL
nar	A	SIL	nar					Iguta	I	L	SIL
nas	A	SIL	nas					Naasioi	I	L	SIL
nat	A	SIL	nat					Hungworo	I	L	SIL
nau	A	JAC	nau	nau			na	Nauru	I	L	SIL
nav	A	JAC	nav	nav			nv	Navajo	I	L	SIL
naw	A	SIL	naw					Nawuri	I	L	SIL
nax	A	SIL	nax					Nakwi	I	L	SIL
nay	A	SIL	nay					Narrinyeri	I	E	SIL
naz	A	SIL	naz					Coatepec Nahuatl	I	L	SIL
nba	A	SIL	nba					Nyemba	I	L	SIL
nbb	A	SIL	nbb					Ndoe	I	L	SIL
nbc	A	SIL	nbc					Chang Naga	I	L	SIL
nbd	A	SIL	nbd					Ngbinda	I	L	SIL
nbe	A	SIL	nbe					Konyak Naga	I	L	SIL
nbf	R	SIL	nbf					Naxi	I	L	
nbg	A	SIL	nbg					Nagarchal	I	L	SIL
nbh	A	SIL	nbh					Ngamo	I	L	SIL
nbi	A	SIL	nbi					Mao Naga	I	L	SIL
nbj	A	SIL	nbj					Ngarinman	I	L	SIL
nbk	A	SIL	nbk					Nake	I	L	SIL
nbl	A	JAC	nbl	nbl			nr	South Ndebele	I	L	SIL
nbm	A	SIL	nbm					Ngbaka Ma'bo	I	L	SIL
nbn	A	SIL	nbn					Kuri	I	L	SIL
nbo	A	SIL	nbo					Nkukoli	I	L	SIL
nbp	A	SIL	nbp					Nnam	I	L	SIL
nbq	A	SIL	nbq					Nggem	I	L	SIL
nbr	A	SIL	nbr					Numana-Nunku-Gbantu-Numbu	I	L	SIL
nbs	A	SIL	nbs					Namibian Sign Language	I	L	SIL
nbt	A	SIL	nbt					Na	I	L	SIL
nbu	A	SIL	nbu					Rongmei Naga	I	L	SIL
nbv	A	SIL	nbv					Ngamambo	I	L	SIL
nbw	A	SIL	nbw					Southern Ngbandi	I	L	SIL
nbx	A	SIL	nbx					Ngura	I	E	SIL
nby	A	SIL	nby					Ningera	I	L	SIL
nca	A	SIL	nca					Iyo	I	L	SIL
ncb	A	SIL	ncb					Central Nicobarese	I	L	SIL
ncc	A	SIL	ncc					Ponam	I	L	SIL
ncd	A	SIL	ncd					Nachering	I	L	SIL
nce	A	SIL	nce					Yale	I	L	SIL
ncf	A	SIL	ncf					Notsi	I	L	SIL
ncg	A	SIL	ncg					Nisga'a	I	L	SIL
nch	A	SIL	nch					Central Huasteca Nahuatl	I	L	SIL
nci	A	SIL	nci					Classical Nahuatl	I	H	
ncj	A	SIL	ncj					Northern Puebla Nahuatl	I	L	SIL
nck	A	SIL	nck					Nakara	I	L	SIL
ncl	A	SIL	ncl					Michoacán Nahuatl	I	L	SIL
ncm	A	SIL	ncm					Nambo	I	L	SIL
ncn	A	SIL	ncn					Nauna	I	L	SIL
nco	A	SIL	nco					Sibe	I	L	SIL
ncp	A	SIL	ncp					Ndaktup	I	L	SIL
ncr	A	SIL	ncr					Ncane	I	L	SIL
ncs	A	SIL	ncs					Nicaraguan Sign Language	I	L	SIL
nct	A	SIL	nct					Chothe Naga	I	L	SIL
ncu	A	SIL	ncu					Chumburung	I	L	SIL
ncx	A	SIL	ncx					Central Puebla Nahuatl	I	L	SIL
ncz	A	SIL	ncz					Natchez	I	E	SIL
nda	A	SIL	nda					Ndasa	I	L	SIL
ndb	A	SIL	ndb					Kenswei Nsei	I	L	SIL
ndc	A	SIL	ndc					Ndau	I	L	SIL
ndd	A	SIL	ndd					Nde-Nsele-Nta	I	L	SIL
nde	A	JAC	nde	nde			nd	North Ndebele	I	L	SIL
ndf	A	LL	ndf					Nadruvian	I	E	
ndg	A	SIL	ndg					Ndengereko	I	L	SIL
ndh	A	SIL	ndh					Ndali	I	L	SIL
ndi	A	SIL	ndi					Samba Leko	I	L	SIL
ndj	A	SIL	ndj					Ndamba	I	L	SIL
ndk	A	SIL	ndk					Ndaka	I	L	SIL
ndl	A	SIL	ndl					Ndolo	I	L	SIL
ndm	A	SIL	ndm					Ndam	I	L	SIL
ndn	A	SIL	ndn					Ngundi	I	L	SIL
ndo	A	JAC	ndo	ndo			ng	Ndonga	I	L	SIL
ndp	A	SIL	ndp					Ndo	I	L	SIL
ndq	A	SIL	ndq					Ndombe	I	L	SIL
ndr	A	SIL	ndr					Ndoola	I	L	SIL
nds	A	JAC	nds	nds				Low German	I	L	SIL
ndt	A	SIL	ndt					Ndunga	I	L	SIL
ndu	A	SIL	ndu					Dugun	I	L	SIL
ndv	A	SIL	ndv					Ndut	I	L	SIL
ndw	A	SIL	ndw					Ndobo	I	L	SIL
ndx	A	SIL	ndx					Nduga	I	L	SIL
ndy	A	SIL	ndy					Lutos	I	L	SIL
ndz	A	SIL	ndz					Ndogo	I	L	SIL
nea	A	SIL	nea					Eastern Ngad'a	I	L	SIL
neb	A	SIL	neb					Toura (Côte d'Ivoire)	I	L	SIL
nec	A	SIL	nec					Nedebang	I	L	SIL
ned	A	SIL	ned					Nde-Gbite	I	L	SIL
nee	A	SIL	nee					Nêlêmwa-Nixumwak	I	L	SIL
nef	A	SIL	nef					Nefamese	I	L	SIL
neg	A	SIL	neg					Negidal	I	L	SIL
neh	A	SIL	neh					Nyenkha	I	L	SIL
nei	A	LL	nei					Neo-Hittite	I	A	
nej	A	SIL	nej					Neko	I	L	SIL
nek	A	SIL	nek					Neku	I	L	SIL
nem	A	SIL	nem					Nemi	I	L	SIL
nen	A	SIL	nen					Nengone	I	L	SIL
neo	A	SIL	neo					Ná-Meo	I	L	SIL
nep	A	JAC	nep	nep			ne	Nepali (macrolanguage)	M	L	SIL
neq	A	SIL	neq					North Central Mixe	I	L	SIL
ner	A	SIL	ner					Yahadian	I	L	SIL
nes	A	SIL	nes					Bhoti Kinnauri	I	L	SIL
net	A	SIL	net					Nete	I	L	SIL
neu	A	LL	neu					Neo	I	C	
nev	A	SIL	nev					Nyaheun	I	L	SIL
new	A	JAC	new	new				Newari	I	L	SIL
nex	A	SIL	nex					Neme	I	L	SIL
ney	A	SIL	ney					Neyo	I	L	SIL
nez	A	SIL	nez					Nez Perce	I	L	SIL
nfa	A	SIL	nfa					Dhao	I	L	SIL
nfd	A	SIL	nfd					Ahwai	I	L	SIL
nfg	R	SIL	nfg					Nyeng	I	L	
nfk	R	SIL	nfk					Shakara	I	L	
nfl	A	SIL	nfl					Ayiwo	I	L	SIL
nfr	A	SIL	nfr					Nafaanra	I	L	SIL
nfu	A	SIL	nfu					Mfumte	I	L	SIL
nga	A	SIL	nga					Ngbaka	I	L	SIL
ngb	A	SIL	ngb					Northern Ngbandi	I	L	SIL
ngc	A	SIL	ngc					Ngombe (Democratic Republic of Congo)	I	L	SIL
ngd	A	SIL	ngd					Ngando (Central African Republic)	I	L	SIL
nge	A	SIL	nge					Ngemba	I	L	SIL
ngf	A	JAC5		ngf				Trans-New Guinea languages	C	Genetic	
ngg	A	SIL	ngg					Ngbaka Manza	I	L	SIL
ngh	A	SIL	ngh					N/u	I	L	SIL
ngi	A	SIL	ngi					Ngizim	I	L	SIL
ngj	A	SIL	ngj					Ngie	I	L	SIL
ngk	A	SIL	ngk					Ngalkbun	I	L	SIL
ngl	A	SIL	ngl					Lomwe	I	L	SIL
ngm	A	SIL	ngm					Ngatik Men's Creole	I	L	SIL
ngn	A	SIL	ngn					Ngwo	I	L	SIL
ngo	A	SIL	ngo					Ngoni	I	L	SIL
ngp	A	SIL	ngp					Ngulu	I	L	SIL
ngq	A	SIL	ngq					Ngurimi	I	L	SIL
ngr	A	SIL	ngr					Engdewu	I	L	SIL
ngs	A	SIL	ngs					Gvoko	I	L	SIL
ngt	A	SIL	ngt					Ngeq	I	L	SIL
ngu	A	SIL	ngu					Guerrero Nahuatl	I	L	SIL
ngv	A	SIL	ngv					Nagumi	I	E	SIL
ngw	A	SIL	ngw					Ngwaba	I	L	SIL
ngx	A	SIL	ngx					Nggwahyi	I	L	SIL
ngy	A	SIL	ngy					Tibea	I	L	SIL
ngz	A	SIL	ngz					Ngungwel	I	L	SIL
nha	A	SIL	nha					Nhanda	I	L	SIL
nhb	A	SIL	nhb					Beng	I	L	SIL
nhc	A	SIL	nhc					Tabasco Nahuatl	I	E	SIL
nhd	A	SIL	nhd					Chiripá	I	L	SIL
nhe	A	SIL	nhe					Eastern Huasteca Nahuatl	I	L	SIL
nhf	A	SIL	nhf					Nhuwala	I	L	SIL
nhg	A	SIL	nhg					Tetelcingo Nahuatl	I	L	SIL
nhh	A	SIL	nhh					Nahari	I	L	SIL
nhi	A	SIL	nhi					Zacatlán-Ahuacatlán-Tepetzintla Nahuatl	I	L	SIL
nhj	R	SIL	nhj					Tlalitzlipa Nahuatl	I	L	
nhk	A	SIL	nhk					Isthmus-Cosoleacaque Nahuatl	I	L	SIL
nhm	A	SIL	nhm					Morelos Nahuatl	I	L	SIL
nhn	A	SIL	nhn					Central Nahuatl	I	L	SIL
nho	A	SIL	nho					Takuu	I	L	SIL
nhp	A	SIL	nhp					Isthmus-Pajapan Nahuatl	I	L	SIL
nhq	A	SIL	nhq					Huaxcaleca Nahuatl	I	L	SIL
nhr	A	SIL	nhr					Naro	I	L	SIL
nhs	R	SIL	nhs					Southeastern Puebla Nahuatl	I	L	
nht	A	SIL	nht					Ometepec Nahuatl	I	L	SIL
nhu	A	SIL	nhu					Noone	I	L	SIL
nhv	A	SIL	nhv					Temascaltepec Nahuatl	I	L	SIL
nhw	A	SIL	nhw					Western Huasteca Nahuatl	I	L	SIL
nhx	A	SIL	nhx					Isthmus-Mecayapan Nahuatl	I	L	SIL
nhy	A	SIL	nhy					Northern Oaxaca Nahuatl	I	L	SIL
nhz	A	SIL	nhz					Santa María La Alta Nahuatl	I	L	SIL
nia	A	JAC	nia	nia				Nias	I	L	SIL
nib	A	SIL	nib					Nakame	I	L	SIL
nic	A	JAC		nic				Niger-Kordofanian languages	C	Genetic	
nid	A	SIL	nid					Ngandi	I	E	SIL
nie	A	SIL	nie					Niellim	I	L	SIL
nif	A	SIL	nif					Nek	I	L	SIL
nig	A	SIL	nig					Ngalakan	I	E	SIL
nih	A	SIL	nih					Nyiha (Tanzania)	I	L	SIL
nii	A	SIL	nii					Nii	I	L	SIL
nij	A	SIL	nij					Ngaju	I	L	SIL
nik	A	SIL	nik					Southern Nicobarese	I	L	SIL
nil	A	SIL	nil					Nila	I	L	SIL
nim	A	SIL	nim					Nilamba	I	L	SIL
nin	A	SIL	nin					Ninzo	I	L	SIL
nio	A	SIL	nio					Nganasan	I	L	SIL
niq	A	SIL	niq					Nandi	I	L	SIL
nir	A	SIL	nir					Nimboran	I	L	SIL
nis	A	SIL	nis					Nimi	I	L	SIL
nit	A	SIL	nit					Southeastern Kolami	I	L	SIL
niu	A	JAC	niu	niu				Niuean	I	L	SIL
niv	A	SIL	niv					Gilyak	I	L	SIL
niw	A	SIL	niw					Nimo	I	L	SIL
nix	A	SIL	nix					Hema	I	L	SIL
niy	A	SIL	niy					Ngiti	I	L	SIL
niz	A	SIL	niz					Ningil	I	L	SIL
nja	A	SIL	nja					Nzanyi	I	L	SIL
njb	A	SIL	njb					Nocte Naga	I	L	SIL
njd	A	SIL	njd					Ndonde Hamba	I	L	SIL
njh	A	SIL	njh					Lotha Naga	I	L	SIL
nji	A	SIL	nji					Gudanji	I	L	SIL
njj	A	SIL	njj					Njen	I	L	SIL
njl	A	SIL	njl					Njalgulgule	I	L	SIL
njm	A	SIL	njm					Angami Naga	I	L	SIL
njn	A	SIL	njn					Liangmai Naga	I	L	SIL
njo	A	SIL	njo					Ao Naga	I	L	SIL
njr	A	SIL	njr					Njerep	I	L	SIL
njs	A	SIL	njs					Nisa	I	L	SIL
njt	A	SIL	njt					Ndyuka-Trio Pidgin	I	L	SIL
nju	A	SIL	nju					Ngadjunmaya	I	L	SIL
njx	A	SIL	njx					Kunyi	I	L	SIL
njy	A	SIL	njy					Njyem	I	L	SIL
njz	A	SIL	njz					Nyishi	I	L	
nka	A	SIL	nka					Nkoya	I	L	SIL
nkb	A	SIL	nkb					Khoibu Naga	I	L	SIL
nkc	A	SIL	nkc					Nkongho	I	L	SIL
nkd	A	SIL	nkd					Koireng	I	L	SIL
nke	A	SIL	nke					Duke	I	L	SIL
nkf	A	SIL	nkf					Inpui Naga	I	L	SIL
nkg	A	SIL	nkg					Nekgini	I	L	SIL
nkh	A	SIL	nkh					Khezha Naga	I	L	SIL
nki	A	SIL	nki					Thangal Naga	I	L	SIL
nkj	A	SIL	nkj					Nakai	I	L	SIL
nkk	A	SIL	nkk					Nokuku	I	L	SIL
nkm	A	SIL	nkm					Namat	I	L	SIL
nkn	A	SIL	nkn					Nkangala	I	L	SIL
nko	A	SIL	nko					Nkonya	I	L	SIL
nkp	A	LL	nkp					Niuatoputapu	I	E	
nkq	A	SIL	nkq					Nkami	I	L	
nkr	A	SIL	nkr					Nukuoro	I	L	SIL
nks	A	SIL	nks					North Asmat	I	L	SIL
nkt	A	SIL	nkt					Nyika (Tanzania)	I	L	SIL
nku	A	SIL	nku					Bouna Kulango	I	L	SIL
nkv	A	SIL	nkv					Nyika (Malawi and Zambia)	I	L	SIL
nkw	A	SIL	nkw					Nkutu	I	L	SIL
nkx	A	SIL	nkx					Nkoroo	I	L	SIL
nky	R	SIL	nky					Khiamniungan Naga	I	L	
nkz	A	SIL	nkz					Nkari	I	L	SIL
nla	A	SIL	nla					Ngombale	I	L	SIL
nlc	A	SIL	nlc					Nalca	I	L	SIL
nld	A	JAC	nld	nld	dut	dut	nl	Dutch	I	L	SIL
nle	A	SIL	nle					East Nyala	I	L	SIL
nlg	A	SIL	nlg					Gela	I	L	SIL
nli	A	SIL	nli					Grangali	I	L	SIL
nlj	A	SIL	nlj					Nyali	I	L	SIL
nlk	A	SIL	nlk					Ninia Yali	I	L	SIL
nll	A	SIL	nll					Nihali	I	L	SIL
nln	R	SIL	nln					Durango Nahuatl	I	L	
nlo	A	SIL	nlo					Ngul	I	L	SIL
nlr	A	SIL	nlr					Ngarla	I	L	SIL
nlu	A	SIL	nlu					Nchumbulu	I	L	SIL
nlv	A	SIL	nlv					Orizaba Nahuatl	I	L	SIL
nlx	A	SIL	nlx					Nahali	I	L	SIL
nly	A	SIL	nly					Nyamal	I	L	SIL
nlz	A	SIL	nlz					Nalögo	I	L	
nma	A	SIL	nma					Maram Naga	I	L	SIL
nmb	A	SIL	nmb					Big Nambas	I	L	SIL
nmc	A	SIL	nmc					Ngam	I	L	SIL
nmd	A	SIL	nmd					Ndumu	I	L	SIL
nme	A	SIL	nme					Mzieme Naga	I	L	SIL
nmf	A	SIL	nmf					Tangkhul Naga (India)	I	L	SIL
nmg	A	SIL	nmg					Kwasio	I	L	SIL
nmh	A	SIL	nmh					Monsang Naga	I	L	SIL
nmi	A	SIL	nmi					Nyam	I	L	SIL
nmj	A	SIL	nmj					Ngombe (Central African Republic)	I	L	SIL
nmk	A	SIL	nmk					Namakura	I	L	SIL
nml	A	SIL	nml					Ndemli	I	L	SIL
nmm	A	SIL	nmm					Manangba	I	L	SIL
nmn	A	SIL	nmn					!Xóõ	I	L	SIL
nmo	A	SIL	nmo					Moyon Naga	I	L	SIL
nmp	A	SIL	nmp					Nimanbur	I	E	SIL
nmq	A	SIL	nmq					Nambya	I	L	SIL
nmr	A	SIL	nmr					Nimbari	I	E	SIL
nms	A	SIL	nms					Letemboi	I	L	SIL
nmt	A	SIL	nmt					Namonuito	I	L	SIL
nmu	A	SIL	nmu					Northeast Maidu	I	L	SIL
nmv	A	SIL	nmv					Ngamini	I	E	SIL
nmw	A	SIL	nmw					Nimoa	I	L	SIL
nmx	A	SIL	nmx					Nama (Papua New Guinea)	I	L	SIL
nmy	A	SIL	nmy					Namuyi	I	L	SIL
nmz	A	SIL	nmz					Nawdm	I	L	SIL
nna	A	SIL	nna					Nyangumarta	I	L	SIL
nnb	A	SIL	nnb					Nande	I	L	SIL
nnc	A	SIL	nnc					Nancere	I	L	SIL
nnd	A	SIL	nnd					West Ambae	I	L	SIL
nne	A	SIL	nne					Ngandyera	I	L	SIL
nnf	A	SIL	nnf					Ngaing	I	L	SIL
nng	A	SIL	nng					Maring Naga	I	L	SIL
nnh	A	SIL	nnh					Ngiemboon	I	L	SIL
nni	A	SIL	nni					North Nuaulu	I	L	SIL
nnj	A	SIL	nnj					Nyangatom	I	L	SIL
nnk	A	SIL	nnk					Nankina	I	L	SIL
nnl	A	SIL	nnl					Northern Rengma Naga	I	L	SIL
nnm	A	SIL	nnm					Namia	I	L	SIL
nnn	A	SIL	nnn					Ngete	I	L	SIL
nno	A	JAC	nno	nno			nn	Norwegian Nynorsk	I	L	
nnp	A	SIL	nnp					Wancho Naga	I	L	SIL
nnq	A	SIL	nnq					Ngindo	I	L	SIL
nnr	A	LL	nnr					Narungga	I	E	
nns	A	SIL	nns					Ningye	I	L	SIL
nnt	A	SIL	nnt					Nanticoke	I	E	SIL
nnu	A	SIL	nnu					Dwang	I	L	SIL
nnv	A	SIL	nnv					Nugunu (Australia)	I	E	SIL
nnw	A	SIL	nnw					Southern Nuni	I	L	SIL
nnx	A	SIL	nnx					Ngong	I	L	SIL
nny	A	SIL	nny					Nyangga	I	E	SIL
nnz	A	SIL	nnz					Nda'nda'	I	L	SIL
noa	A	SIL	noa					Woun Meu	I	L	SIL
nob	A	JAC	nob	nob			nb	Norwegian Bokmål	I	L	
noc	A	SIL	noc					Nuk	I	L	SIL
nod	A	SIL	nod					Northern Thai	I	L	SIL
noe	A	SIL	noe					Nimadi	I	L	SIL
nof	A	SIL	nof					Nomane	I	L	SIL
nog	A	JAC	nog	nog				Nogai	I	L	SIL
noh	A	SIL	noh					Nomu	I	L	SIL
noi	A	SIL	noi					Noiri	I	L	SIL
noj	A	SIL	noj					Nonuya	I	L	
nok	A	SIL	nok					Nooksack	I	E	SIL
nom	A	LL	nom					Nocamán	I	E	
non	A	JAC	non	non				Old Norse	I	H	LL
noo	R	SIL	noo					Nootka	I	L	
nop	A	SIL	nop					Numanggang	I	L	SIL
noq	A	SIL	noq					Ngongo	I	L	SIL
nor	A	JAC	nor	nor			no	Norwegian	M	L	SIL
nos	A	SIL	nos					Eastern Nisu	I	L	SIL
not	A	SIL	not					Nomatsiguenga	I	L	SIL
nou	A	SIL	nou					Ewage-Notu	I	L	SIL
nov	A	LL	nov					Novial	I	C	
now	A	SIL	now					Nyambo	I	L	SIL
